Gamma_over_J,prob_exit
0.20016687421010612,0.0
0.40074746032639824,0.0
0.601138948370643,0.0
0.7969833079773859,0.0
0.9010691687958386,0.2
0.9539570014312453,0.63
0.9985402034874141,0.86
1.2024546231993776,1.0
1.403378023567862,1.0
1.6062295915133231,1.0
1.7997671722691053,1.0
1.9939617014933508,1.0
